1:	S=["Lady", "Grizel", "Baillie", "(\"née\"", "Hume;", "25", "December", "1665", "–", "6", "December", "1746)", "was", "a", "Scottish", "songwriter."]
2852:	S=["Paraná", "()", "is", "one", "of", "the", "26", "states", "of", "Brazil", ",", "located", "in", "the", "south", "of", "the", "country,", "bordered", "on", "the", "north", "by", "São Paulo", "state,", "on", "the", "east", "by", "the", "Atlantic", "Ocean,", "on", "the", "south", "by", "Santa Catarina state", "and", "the", "Misiones Province", "of", "Argentina", ",", "and", "on", "the", "west", "by", "Mato Grosso do Sul", "and", "the", "republic", "of", "Paraguay", ",", "with", "the", "Paraná River", "as", "its", "western", "boundary", "line."]
	M=[[7, "States of Brazil"], [9, "Brazil"], [14, "Southern Region, Brazil"], [23, "São Paulo (state)"], [36, "Santa Catarina state"], [39, "Misiones Province"], [41, "Argentina"], [48, "Mato Grosso do Sul"], [53, "Paraguay"], [57, "Paraná River"]]
2853:	S=["Konin", "is", "a", "city", "in", "central", "Poland."]
	M=[[0, "Konin"]]
2854:	S=["Rio", "de", "Janeiro", "()", "is", "one", "of", "the", "27 states", "of", "Brazil", ".", "It", "has", "the", "second", "largest", "economy", "of", "Brazil,", "with", "the", "largest", "being", "that", "of", "the", "state", "of", "São Paulo", "."]
	M=[[8, "States of Brazil"], [10, "Brazil"], [29, "São Paulo (state)"]]
2855:	S=["São", "Paulo", "()", "is", "the", "most populous state", "in", "the", "Federative Republic of Brazil", "and", "the", "most populous country subdivision in the Americas", ".", "It", "is", "the", "major", "industrial", "and", "economic", "powerhouse", "of", "the", "Brazilian", "economy.", "The", "state", "is", "named", "after", "Saint Paul of Tarsus", ".", "As", "the", "richest", "state", "in", "Brazil,", "São", "Paulo", "has", "the", "largest", "population,", "industrial", "complex,", "and", "economic", "production", "in", "the", "country.", "The", "state capital", ",", "the", "municipality", "of", "São Paulo", ",", "is", "the", "largest", "city", "in", "the", "Southern", "and", "Western", "Hemispheres", "and", "the", "Americas", "as", "a", "whole."]
	M=[[5, "States of Brazil"], [8, "Brazil"], [11, "List of country subdivisions by population"], [30, "Paul of Tarsus"], [53, "List of capitals of subdivisions of Brazil"], [58, "São Paulo"], [66, "Southern Hemisphere"], [68, "Western Hemisphere"], [72, "Americas"]]
2856:	S=["The", "Ethiopian", "Orthodox", "Tewahedo", "Church", "(;", "transliterated", "Amharic:", "\"Yäityop'ya", "ortodoks", "täwahedo", "bétäkrestyan\")", "is", "the", "largest", "of", "the", "Oriental Orthodox", "Christian", "Churches.", "The", "Ethiopian", "Church", "was", "administratively", "part", "of", "the", "Coptic Orthodox Church of Alexandria", "since", "the", "first", "half", "of", "the", "4th", "century", "until", "1959,", "when", "it", "was", "granted", "its", "own", "Patriarch", "by", "the", "Coptic Orthodox Pope of Alexandria and Patriarch of All Africa", ",", "Cyril VI", ".", "The", "Ethiopian", "Orthodox", "Tewahedo", "Church,", "being", "one", "of", "the", "oldest", "Christian", "churches", "and", "a", "non-Chalcedonian", "Church,", "is", "not", "in", "communion", "with", "the", "Ethiopian Catholic Church", ",", "a", "Chalcedonian", "Church.", "Ethiopia", "is", "the", "second", "country", "only", "after", "Armenia", "to", "have", "officially", "proclaimed", "Christianity", "as", "state", "religion", "(in", "333AD)", "though", "some", "argue", "it", "may", "even", "be", "the", "first."]
	M=[[17, "Oriental Orthodoxy"], [18, "Christianity"], [28, "Coptic Orthodox Church of Alexandria"], [45, "Patriarch"], [48, "List of Coptic Popes"], [50, "Pope Cyril VI of Alexandria"], [74, "Ethiopian Catholic Church"], [77, "Council of Chalcedon"], [79, "Ethiopia"], [86, "Armenia"]]
2857:	S=["Birkenau", "commonly", "refers", "to", "the", "Nazi", "German", "extermination", "camp", "Auschwitz", "II–Birkenau", "in", "the", "Auschwitz concentration camp", "during", "World", "War", "II,", "located", "near", "Brzezinka,", "Poland."]
	M=[[0, "Birkenau"], [13, "Auschwitz concentration camp"]]
2858:	S=["Major-General", "Sir", "William", "Ponsonby", "(13", "October", "177218", "June", "1815),", "styled", "The", "Honourable", "from", "1806,", "was", "an", "Irish", "politician", "and", "British Army", "officer", "who", "served", "in", "the", "Peninsula War", "and", "was", "killed", "at", "the", "Battle of Waterloo", "."]
	M=[[0, "Major-General"], [16, "Ireland"], [19, "British Army"], [25, "Peninsula War"], [31, "Battle of Waterloo"]]
2859:	S=["National", "Geographic,", "formerly", "The", "National", "Geographic", "Magazine,", "is", "the", "official", "magazine", "of", "the", "National Geographic Society", ".", "It", "has", "been", "published", "continuously", "since", "its", "first", "issue", "in", "1888,", "nine", "months", "after", "the", "Society", "itself", "was", "founded.", "It", "primarily", "contains", "articles", "about", "geography,", "history,", "and", "world", "culture.", "The", "magazine", "is", "known", "for", "its", "thick", "square-bound", "glossy", "format", "with", "a", "yellow", "rectangular", "border", "and", "its", "extensive", "use", "of", "dramatic", "photographs."]
	M=[[13, "National Geographic Society"]]
2860:	S=["The", "is", "a", "Japan", "ese", "Cabinet Office", "commission.", "It", "is", "headquartered", "in", "the", "2nd", "Building", "of", "the", "Central", "Common", "Government", "Office", "at", "2-1-2", "Kasumigaseki", "in", "Kasumigaseki", ",", "Chiyoda", ",", "Tokyo", "."]
	M=[[3, "Japan"], [5, "Cabinet Office (Japan)"], [24, "Kasumigaseki"], [26, "Chiyoda, Tokyo"], [28, "Tokyo"]]
2861:	S=["Acre", "()", "is", "a", "state", "located", "in", "the", "northern region", "of", "Brazil", ".", "Located", "in", "the", "westernmost", "part", "of", "the", "country", "with", "a", "two", "hours", "time difference", "from", "Brasília", ",", "Acre", "is", "bordered", "clockwise", "by", "Amazonas", "to", "the", "north", "and", "northeast,", "Rondônia", "to", "the", "east,", "the", "Bolivia", "n", "department", "of", "Pando", "to", "the", "southeast,", "and", "the", "Peru", "vian", "regions", "of", "Madre de Dios", ",", "Ucayali", "and", "Loreto", "to", "the", "south", "and", "west.", "It", "occupies", "an", "area", "of", "152,581.4", "km,", "being", "slightly", "smaller", "than", "Tunisia", "."]
	M=[[4, "States of Brazil"], [8, "North Region, Brazil"], [10, "Brazil"], [24, "Time in Brazil"], [26, "Brasília"], [33, "Amazonas (Brazilian state)"], [39, "Rondônia"], [44, "Bolivia"], [46, "Departments of Bolivia"], [48, "Pando Department"], [54, "Peru"], [56, "Regions of Peru"], [58, "Madre de Dios Region"], [60, "Ucayali Region"], [62, "Loreto Region"], [79, "Tunisia"]]
2862:	S=["Abner", "Read", "(5", "April", "1821", "–", "7", "July", "1863)", "was", "an", "officer", "of", "the", "United States Navy", "who", "distinguished", "himself", "in", "the", "American Civil War", ".", "He", "died", "of", "injuries", "sustained", "while", "patrolling", "the", "Mississippi", "River,", "in", "command", "of", "the", ".", "At", "the", "time", "of", "his", "death,", "he", "had", "attained", "the", "rank", "of", "lieutenant", "commander."]
	M=[[14, "United States Navy"], [20, "American Civil War"]]
2863:	S=["Amapá", "()", "is", "a", "state", "located", "in", "the", "northern region", "of", "Brazil", ".", "It", "is", "the", "second least populous state", "and", "the", "eighteenth largest by area", ".", "Located", "in", "the", "far", "northern", "part", "of", "the", "country,", "Amapá", "is", "bordered", "clockwise", "by", "French Guiana", "to", "the", "north,", "the", "Atlantic Ocean", "to", "the", "east,", "Pará", "to", "the", "south", "and", "west,", "and", "Suriname", "to", "the", "northwest.", "The", "capital", "and", "largest", "city", "is", "Macapá", "."]
	M=[[4, "States of Brazil"], [8, "North Region, Brazil"], [10, "Brazil"], [15, "List of Brazilian states by population"], [18, "List of Brazilian states by area"], [34, "French Guiana"], [39, "Atlantic Ocean"], [43, "Pará"], [50, "Suriname"], [60, "Macapá"]]
2864:	S=["Douglas", "Elton", "Fairbanks,", "Jr.,", "KBE", ",", "DSC", "(December", "9,", "1909", "–", "May", "7,", "2000)", "was", "an", "American", "actor", "and", "a", "decorated", "naval", "officer", "of", "World War II", "."]
	M=[[4, "Knight Commander of the Order of the British Empire"], [6, "Distinguished Service Cross (United Kingdom)"], [21, "United States Navy"], [24, "World War II"]]
2865:	S=["Amazonas", "()", "is", "a", "state", "of", "Brazil", ",", "located", "in", "the", "northwestern corner of the country", ".", "It", "is", "the largest Brazilian State by area", "and", "the 9th largest country subdivision in the world."]
	M=[[4, "States of Brazil"], [6, "Brazil"], [11, "North Region, Brazil"], [15, "List of Brazilian states by area"], [17, "List of the largest country subdivisions by area"]]
2866:	S=["Ceará", "(,", "locally", "in", "Ceará", "or", "Northeast Region, Brazil", "the", "pronunciation", "is", ")", "is", "one", "of", "the", "27", "states", "of", "Brazil", ",", "located", "in", "the", "northeastern", "part", "of", "the", "country,", "on", "the", "Atlantic", "coast.", "It", "is", "the", "eighth-largest Brazilian State by population", "and", "the", "17th by area", ".", "It", "is", "also", "one", "of", "the", "main", "tourist", "destinations", "in", "Brazil", ".", "The", "state capital", "is", "the", "city", "of", "Fortaleza", ",", "the", "country's", "fourth", "most", "populous", "city."]
	M=[[6, "Northeast Region, Brazil"], [16, "States of Brazil"], [18, "Brazil"], [30, "Atlantic Ocean"], [35, "List of Brazilian states by population"], [38, "List of Brazilian states by area"], [50, "Brazil"], [53, "List of capitals in Brazil"], [58, "Fortaleza"]]
2867:	S=["Mato", "Grosso", "(", "–", "lit.", "\"Thick", "Bushes\")", "is", "one", "of", "the", "states", "of", "Brazil,", "the", "third largest by area", ",", "located", "in", "the", "western", "part", "of", "the", "country."]
	M=[[11, "States of Brazil"], [15, "List of Brazilian states by area"]]
2868:	S=["Mato", "Grosso", "do", "Sul", "()", "is", "one", "of", "the", "Central-Western", "states", "of", "Brazil", ".", "Its", "total", "area", "of", "357,125", "square", "kilometers,", "or", "137,891", "square", "miles,", "is", "roughly", "the", "same", "size", "of", "Germany", "."]
	M=[[10, "States of Brazil"], [12, "Brazil"], [31, "Germany"]]
2869:	S=["Piauí", "()", "is", "one", "of", "the", "states", "of", "Brazil", ",", "located", "in", "the", "country's", "Northeast Region", "."]
	M=[[6, "States of Brazil"], [8, "Brazil"], [14, "Northeast Region, Brazil"]]
2870:	S=["Rondônia", "()", "is", "a", "state", "in", "Brazil", ",", "located", "in", "the", "north-western", "part", "of", "the", "country.", "To", "the", "west", "is", "a", "short", "border", "with", "the", "state", "of", "Acre", ",", "to", "the", "north", "is", "the", "state", "of", "Amazonas", ",", "in", "the", "east", "is", "Mato Grosso", ",", "and", "in", "the", "south", "is", "Bolivia", ".", "Its", "capital", "is", "Porto Velho", ".", "The", "state", "was", "named", "after", "Cândido Rondon", "."]
	M=[[4, "States of Brazil"], [6, "Brazil"], [27, "Acre (state)"], [36, "Amazonas, Brazil"], [42, "Mato Grosso"], [49, "Bolivia"], [54, "Porto Velho"], [61, "Cândido Rondon"]]
2871:	S=["Sergipe", "()", "(officially", "the", "State", "of", "Sergipe)", "is", "the", "smallest", "state", "of", "the", "Brazilian Federation", ",", "located", "on", "the", "northeastern", "Atlantic", "coast", "of", "the", "country.", "It", "borders", "on", "two", "other", "states,", "Bahia", "to", "the", "south", "and", "west", "and", "Alagoas", "to", "the", "north,", "and", "to", "the", "east", "is", "the", "Atlantic Ocean", ".", "Aracaju", "is", "the", "capital", "and", "the", "largest", "city", "in", "the", "state."]
	M=[[10, "States of Brazil"], [13, "Brazil"], [19, "Atlantic Ocean"], [30, "Bahia"], [37, "Alagoas"], [47, "Atlantic Ocean"], [49, "Aracaju"]]
2872:	S=["Niterói", "()", "is", "a", "municipality", "of", "the", "state", "of", "Rio de Janeiro", "in", "the", "southeast region", "of", "Brazil", ".", "It", "lies", "across", "Guanabara Bay", "from", "the", "city", "of", "Rio de Janeiro", "and", "forms", "part", "of", "the", "Rio de Janeiro Metropolitan Area", ".", "It", "has", "an", "estimated", "population", "of", "487,327", "inhabitants", "(2010)", "and", "an", "area", "of", ",", "making", "it", "the", "sixth", "most", "populous", "city", "in", "the", "state.", "It", "has", "the", "highest", "Human Development Index", "of", "the", "state.", "The", "city", "has", "the", "nicknames", "of", "Nikity,", "Nicki", "City", "and", "the", "Smile", "City", "\"(Cidade", "Sorriso)\"."]
	M=[[4, "Municipalities of Brazil"], [9, "Rio de Janeiro State"], [12, "Southeast Region, Brazil"], [14, "Brazil"], [19, "Guanabara Bay"], [24, "Rio de Janeiro"], [30, "Rio de Janeiro Metropolitan Area"], [60, "Human Development Index"]]
2873:	S=["Michel", "Ney", "(),", "1st", "Duc", "d'", "Elchingen", ",", "1st", "Prince", "de", "la", "Moskowa", "(10", "January", "1769", "–", "7", "December", "1815),", "popularly", "known", "as", "Marshal", "Ney,", "was", "a", "French", "soldier", "and", "military", "commander", "during", "the", "French Revolutionary Wars", "and", "the", "Napoleonic Wars", ".", "He", "was", "one", "of", "the", "original", "18", "Marshals of the Empire", "created", "by", "Napoleon", ".", "He", "was", "known", "as", "\"Le", "Rougeaud\"", "(\"red", "faced\"", "or", "\"ruddy\")", "by", "his", "men", "and", "nicknamed", "\"le", "Brave", "des", "Braves\"", "(\"the", "bravest", "of", "the", "brave\")", "by", "Napoleon."]
	M=[[6, "Battle of Elchingen"], [12, "Battle of Borodino"], [34, "French Revolutionary Wars"], [37, "Napoleonic Wars"], [46, "Marshal of the Empire"], [49, "Napoleon"]]
2874:	S=["La", "Haye", "Sainte", "(named", "either", "after", "Jesus", "Christ's", "crown", "of", "thorns", "or", "a", "bramble", "hedge", "round", "a", "field", "nearby)", "is", "a", "walled", "farmhouse", "compound", "at", "the", "foot", "of", "an", "escarpment", "on", "the", "Charleroi-Brussels", "road", "in", "Belgium", ".", "It", "has", "changed", "very", "little", "since", "it", "played", "a", "crucial", "part", "in", "the", "Battle of Waterloo", "on", "18", "June", "1815."]
	M=[[35, "Belgium"], [50, "Battle of Waterloo"]]
2875:	S=["Leicester", "Square", "is", "a", "station", "on", "the", "London Underground", ",", "located", "on", "Charing Cross Road", ",", "a", "short", "distance", "to", "the", "east", "of", "Leicester Square", "itself."]
	M=[[7, "London Underground"], [11, "Charing Cross Road"], [20, "Leicester Square"]]
2876:	S=["Cajeme", "is", "one", "of", "the", "municipalities", "of", "the", "northwestern", "state", "of", "Sonora", ",", "Mexico", ".", "Its", "capital", "is", "Ciudad Obregón", ".", "It", "is", "named", "after", "Cajemé", ",", "a", "Yaqui", "leader.", "The", "municipality", "has", "an", "area", "of", "3,312.05", "km²", "(1,278.79", "sq", "mi)", "and", "with", "a", "population", "of", "398,800", "inhabitants", "(\"INEGI", "2005\")."]
	M=[[5, "Municipalities of Mexico"], [11, "Sonora"], [13, "Mexico"], [18, "Ciudad Obregón"], [24, "Cajemé"], [27, "Yaqui people"]]
2877:	S=["The", "Sound", "and", "the", "Fury", "is", "a", "novel", "written", "by", "the", "American", "author", "William Faulkner", ".", "It", "employs", "a", "number", "of", "narrative", "styles,", "including", "the", "technique", "known", "as", "stream of consciousness", ",", "pioneered", "by", "20th-century", "European", "novelists", "such", "as", "James Joyce", "and", "Virginia Woolf", ".", "Published", "in", "1929,", "\"The", "Sound", "and", "the", "Fury\"", "was", "Faulkner's", "fourth", "novel,", "and", "was", "not", "immediately", "successful.", "In", "1931,", "however,", "when", "Faulkner's", "sixth", "novel,", "\"", "Sanctuary", "\",", "was", "published—a", "sensationalist", "story,", "which", "Faulkner", "later", "claimed", "was", "written", "only", "for", "money—\"The", "Sound", "and", "the", "Fury\"", "also", "became", "commercially", "successful,", "and", "Faulkner", "began", "to", "receive", "critical", "attention."]
